subject,modality,trial,signal,response,accuracy,confidence,rt,rt_conf,contrast,repeat_exclude
1,memory,1,0,0,1,6,1.82969809999986,2.68521310000006,30,0
1,memory,2,1,1,1,4,4.08019599999989,2.13734740000018,30,0
1,memory,3,0,0,1,4,2.30311019999999,2.80180149999978,30,0
1,memory,4,0,0,1,5,2.71560176723824,0.88648269999976,30,0
1,memory,5,1,0,0,3,3.41993400000001,1.66513130000021,30,0
1,memory,6,1,1,1,NaN,1.3926790808232,NaN,30,0
1,memory,7,1,1,1,5,2.11835450000035,2.13779799999975,30,0
1,memory,8,0,0,1,3,1.81230360000018,1.90433080000003,30,0
1,memory,9,1,1,1,4,3.49519830000008,1.92108719999987,30,0
1,memory,10,1,1,1,3,2.24588540000013,0.87021649999997,30,0
1,memory,11,0,0,1,7,0.914207220548633,1.23800609999989,30,0
1,memory,12,0,0,1,7,1.42676519999986,1.31989109999995,30,0
1,memory,13,0,0,1,7,1.24717030000011,2.30372510000007,30,0
1,memory,14,0,0,1,7,1.36753180000005,0.970204799999919,30,0
1,memory,15,1,1,1,7,1.44248239999979,1.92272379999986,30,0
1,memory,16,0,0,1,6,1.58915052785551,1.78739499999983,30,0
1,memory,17,0,0,1,7,0.838454900000215,1.03882990000011,30,0
1,memory,18,1,1,1,2,3.79435860000012,0.871512600000187,30,0
1,memory,19,1,1,1,2,1.56722797385873,1.67277209999975,30,0
1,memory,20,0,0,1,2,2.99737060000007,1.50827900000013,30,0
1,memory,21,0,0,1,7,1.20925263344725,0.87083229999962,30,0
1,memory,22,0,0,1,5,1.56617406723808,0.954600699999901,30,0
1,memory,23,1,1,1,7,1.02555200000006,1.18926610000017,30,0
1,memory,24,0,0,1,5,1.26577820000011,2.23713369999996,30,0
1,memory,25,1,1,1,7,1.08636474737523,1.0884931999999,30,0
1,memory,26,0,0,1,4,2.13433029999987,0.504560299999866,30,0
1,memory,27,0,1,0,2,2.23724459999994,1.35588139999982,30,0
1,memory,28,0,0,1,7,1.13347999999996,2.13750949999985,30,0
1,memory,29,0,0,1,3,1.49081089999981,0.889129499999854,30,0
1,memory,30,0,0,1,7,1.11611281461364,2.68709780000017,30,0
1,memory,31,1,1,1,6,1.6360715672381,1.60434299999997,30,0
1,memory,32,1,1,1,7,1.29938510730699,0.689900999999736,30,0
1,memory,33,1,1,1,2,3.63560963344707,1.70523559999992,30,0
1,memory,34,1,0,0,2,2.10994338013734,1.32029770000008,30,0
1,memory,35,0,0,1,1,2.32452987385886,1.45398180000029,30,0
1,memory,36,0,1,0,1,3.36677299999974,1.88943840000002,30,0
1,memory,37,1,1,1,1,5.31662079999978,1.65383960000008,30,0
1,memory,38,0,0,1,3,1.43118274703238,0.920574199999919,30,0
1,memory,39,0,0,1,4,2.63187160000007,3.75588569999991,30,0
1,memory,40,0,0,1,3,2.18445560000009,1.97041730000001,30,0
1,memory,41,0,0,1,6,1.42581698710092,1.9864690000004,30,0
1,memory,42,0,0,1,3,2.0578359000001,0.953761600000234,30,0
1,memory,43,1,1,1,3,3.85803738013692,0.703881400000228,30,0
1,memory,44,0,0,1,5,1.67668330000015,1.65536870000005,30,0
1,memory,45,0,0,1,3,1.61691222716991,1.65442379999968,30,0
1,memory,46,0,0,1,1,1.73325390000036,3.00456080000004,30,0
1,memory,47,0,1,0,5,1.36705342682671,1.12018309999985,30,0
1,memory,48,1,1,1,6,1.2446891079926,1.08697419999999,30,0
1,memory,49,0,0,1,5,3.07304043379054,1.27062529999967,30,0
1,memory,50,1,1,1,7,2.10616020000043,0.687396499999977,30,0
1,memory,51,1,1,1,6,4.31548789999988,1.50072169999976,60,0
1,memory,52,1,1,1,7,1.69853400000011,2.09578179999971,60,0
1,memory,53,1,1,1,7,1.83454699999993,1.02223510000022,60,0
1,memory,54,1,1,1,7,1.37667710000005,1.35380789999999,60,0
1,memory,55,1,1,1,6,1.21950440000001,0.970747700000175,60,0
1,memory,56,1,1,1,5,2.64462079999976,1.87090709999984,60,0
1,memory,57,1,1,1,6,1.20800430000008,2.28699719999986,60,0
1,memory,58,1,1,1,7,1.27551762682651,2.23958940000011,60,0
1,memory,59,1,1,1,2,2.53565651392773,1.08826150000004,60,0
1,memory,60,0,0,1,7,1.16672379543616,0.872839900000145,60,0
1,memory,61,1,1,1,6,1.79723479999984,2.10381629999983,60,0
1,memory,62,0,0,1,4,6.70513560730706,0.755042400000093,60,0
1,memory,63,0,0,1,6,2.44728480000003,0.606828899999982,60,0
1,memory,64,1,1,1,7,2.35636409999961,1.34040709999999,60,0
1,memory,65,0,0,1,7,1.8734654606169,0.904542199999923,60,0
1,memory,66,1,1,1,3,2.54746010000008,1.30345850000003,60,0
1,memory,67,0,0,1,1,6.18547170000011,2.67024840000022,60,0
1,memory,68,1,1,1,6,1.15923699999985,0.954860100000133,60,0
1,memory,69,0,0,1,6,3.69140710000011,2.30354130000023,60,0
1,memory,70,1,1,1,2,5.75602342020511,1.22089819999974,60,0
1,memory,71,0,0,1,7,1.45389290000003,1.77284680000002,60,0
1,memory,72,0,0,1,6,1.2363019999998,3.40797209999982,60,0
1,memory,73,0,0,1,6,1.58733162716953,1.37289170000031,60,0
1,memory,74,1,1,1,2,5.18790290000015,1.23750430000018,60,0
1,memory,75,1,1,1,7,2.59617189999972,0.772487000000183,60,0
1,memory,76,0,0,1,7,1.39698539999972,1.37059360000012,60,0
1,memory,77,0,0,1,7,0.958465100000012,1.33692780000001,60,0
1,memory,78,1,1,1,7,2.30717627351623,1.97117649999973,60,0
1,memory,79,0,0,1,4,2.56849242054841,0.604347100000268,60,0
1,memory,80,0,0,1,3,1.95314480000025,1.80443489999971,60,0
1,memory,81,0,0,1,2,2.63640219999979,2.02264799999966,60,0
1,memory,82,1,1,1,5,1.98522180730697,1.97113189999982,60,0
1,memory,83,0,0,1,1,2.0920944539962,0.804369599999973,60,0
1,memory,84,0,0,1,6,1.89654469372181,2.15551479999976,60,0
1,memory,85,0,0,1,7,1.4153809999998,1.08706649999976,60,0
1,memory,86,1,1,1,5,3.10583055399593,1.20457620000025,60,0
1,memory,87,0,0,1,7,1.03764170000022,1.50512190000018,60,0
1,memory,88,0,0,1,6,1.86327120000033,2.1395923,60,0
1,memory,89,0,0,1,2,2.77586509999992,1.60355789999994,60,0
1,memory,90,0,0,1,1,5.8169412999996,1.42251119999992,60,0
1,memory,91,1,1,1,7,1.53526749999992,2.73689430000013,60,0
1,memory,92,1,1,1,7,0.788721773858924,1.25380589999986,60,0
1,memory,93,1,0,0,5,4.17110582054875,1.15457520000018,60,0
1,memory,94,0,0,1,4,2.83863209999981,0.986717799999951,60,0
1,memory,95,0,0,1,7,1.28595080000014,1.07452509999985,60,0
1,memory,96,1,1,1,7,1.89601709999988,3.62517969999999,60,0
1,memory,97,0,0,1,3,2.67415599337937,1.94159669999999,60,0
1,memory,98,0,0,1,1,2.59443699999974,0.789385399999901,60,0
1,memory,99,0,0,1,5,1.2186001,2.88800949999995,60,0
1,memory,100,1,1,1,6,3.67818919999991,0.956131899999946,60,0
1,memory,101,0,0,1,1,3.67272550000007,3.03711460000022,60,0
1,memory,102,1,1,1,4,1.25146940000013,1.80498689999968,60,0
1,memory,103,1,1,1,2,6.29682589999993,1.52067829999987,60,0
1,memory,104,0,0,1,7,0.91294360000029,1.9550635999999,60,0
1,memory,105,1,1,1,7,1.72502656061715,1.62373399999979,60,0
1,memory,106,1,1,1,7,1.14380842054879,1.08847879999985,60,0
1,memory,107,1,0,0,1,3.39139584703253,1.43927080000003,60,0
1,memory,108,1,1,1,2,7.35742819999996,0.904726599999776,60,0
1,memory,109,0,0,1,7,0.948247834133326,2.68754890000037,60,0
1,memory,110,1,1,1,7,1.53085733379066,1.8035933000001,60,0
1,memory,111,1,1,1,6,1.50996414771862,1.33961329999966,60,0
1,memory,112,1,1,1,7,1.93999715399605,1.93899830000009,60,0
1,memory,113,0,0,1,4,2.44908619999978,1.33693399999993,60,0
1,memory,114,0,0,1,5,5.32930341392785,0.722334099999898,60,0
1,memory,115,1,1,1,7,1.01533229999995,0.687343600000077,60,0
1,memory,116,0,0,1,7,1.2513971999997,2.42113059999974,60,0
1,memory,117,0,0,1,7,1.04107180000028,1.50425270000005,60,0
1,memory,118,0,0,1,5,1.32363148082322,1.70653440000024,60,0
1,memory,119,1,1,1,7,1.45860249999987,0.689753299999666,60,0
1,memory,120,0,0,1,6,1.92512130000023,0.98806599999989,60,0
1,memory,121,1,1,1,3,4.4887190999998,1.3208110999999,60,0
1,memory,122,1,1,1,6,1.4325974999997,3.52131210000016,60,0
1,memory,123,1,1,1,7,2.95489699999962,2.32102809999969,60,0
1,memory,124,0,0,1,4,2.85541508047982,1.40644950000024,60,0
1,memory,125,0,1,0,1,6.82159370730687,1.20432940000001,60,0
1,memory,126,1,1,1,6,2.07719390000011,1.3205625999999,60,0
1,memory,127,0,0,1,4,1.9904704999999,1.5204377,60,0
1,memory,128,0,0,1,3,3.16205859999991,1.50575549999985,60,0
1,memory,129,1,1,1,6,5.89502340000035,0.970860299999913,60,0
1,memory,130,1,1,1,7,1.03572519999989,1.37169029999995,60,0
1,memory,131,0,0,1,7,1.15601490000017,1.15666739999961,60,0
1,memory,132,0,0,1,5,2.0389795000001,1.1882341999999,60,0
1,memory,133,0,0,1,NaN,1.82978070000036,NaN,60,0
1,memory,134,0,0,1,7,1.73176702717001,0.737318500000129,60,0
1,memory,135,1,1,1,3,3.12848819999999,1.35696729999972,60,0
1,memory,136,0,0,1,7,2.44650520000005,0.687058500000148,60,0
1,memory,137,1,1,1,7,1.41633089999959,1.00439540000025,60,0
1,memory,138,1,1,1,4,1.45551759999989,1.27347000000009,60,0
1,memory,139,1,1,1,7,1.24285400000008,2.20759799999996,60,0
1,memory,140,0,0,1,7,1.01728639372186,2.22228940000014,60,0
1,memory,141,1,1,1,6,2.47867899999983,2.32117910000034,60,0
1,memory,142,0,1,0,1,6.47064090000003,0.671415499999966,60,0
1,memory,143,1,1,1,5,2.09795059999988,1.00598420000006,60,0
1,memory,144,0,0,1,4,1.49539699999968,2.03963130000011,60,0
1,memory,145,0,0,1,7,1.91157169999997,0.9543678,60,0
1,memory,146,1,1,1,1,4.54854534703236,1.87410610000006,60,0
1,memory,147,1,1,1,2,2.45992769999975,0.754142100000081,60,0
1,memory,148,1,1,1,7,1.63549110000031,1.40420379999978,60,0
1,memory,149,1,1,1,7,1.36175198744377,3.47347959999979,60,0
1,memory,150,1,1,1,6,1.35309121392766,1.07137480000029,60,0
1,memory,151,0,1,0,1,0.00337310902114041,1.05438850000019,90,0
1,memory,152,1,1,1,7,1.76502979999987,1.80377850000013,90,0
1,memory,153,0,0,1,4,2.87106670000003,0.954599199999848,90,0
1,memory,154,1,1,1,1,2.75913030000038,0.820932999999968,90,0
1,memory,155,1,0,0,1,1.39876809999987,1.12122460000001,90,0
1,memory,156,0,0,1,5,1.1053094470326,1.83929429999989,90,0
1,memory,157,1,1,1,6,1.62155596061712,1.07172570000012,90,0
1,memory,158,1,0,0,1,1.82521301392808,1.83879430000025,90,0
1,memory,159,1,1,1,4,4.79111748710056,1.47264890000042,90,0
1,memory,160,1,1,1,7,1.46845389999999,1.60488359999999,90,0
1,memory,161,0,0,1,3,3.69850069999984,0.872539400000278,90,0
1,memory,162,1,0,0,2,3.23532457385909,0.80373389999977,90,0
1,memory,163,0,1,0,1,3.273359421235,2.80466340000021,90,0
1,memory,164,0,0,1,2,5.44809020000002,1.13966769999979,90,0
1,memory,165,0,0,1,7,0.944141013927492,1.25392850000026,90,0
1,memory,166,1,1,1,2,2.63316040000018,0.953955700000279,90,0
1,memory,167,1,1,1,7,1.92939920000026,1.42070639999974,90,0
1,memory,168,1,0,0,2,3.45057766130276,0.904004699999859,90,0
1,memory,169,1,1,1,1,8.9640046999998,0.873673999999937,90,0
1,memory,170,0,0,1,2,4.75618329406461,1.63753159999987,90,0
1,memory,171,1,1,1,4,1.3230967999998,1.13822340000024,90,0
1,memory,172,1,0,0,2,1.5612387000001,2.30618189999996,90,0
1,memory,173,1,1,1,3,4.08632160000025,1.17144109999981,90,0
1,memory,174,1,1,1,7,1.49195716061695,1.67101490000005,90,0
1,memory,175,1,0,0,3,2.81415941392788,1.13779669999985,90,0
1,memory,176,0,0,1,4,5.79988980068583,0.805221799999799,90,0
1,memory,177,1,1,1,6,1.99175994703228,1.17049270000007,90,0
1,memory,178,0,0,1,6,0.955771299999924,1.55639620000011,90,0
1,memory,179,1,1,1,5,1.66121410000005,1.83941159999995,90,0
1,memory,180,1,0,0,3,3.4983401999998,0.905940000000101,90,0
1,memory,181,0,0,1,2,5.28792599999997,2.93940819999989,90,0
1,memory,182,1,1,1,5,2.66360239999995,1.40482980000024,90,0
1,memory,183,0,0,1,2,3.83563050000021,1.4562149000003,90,0
1,memory,184,1,0,0,1,5.59379098744421,1.70458749999989,90,0
1,memory,185,1,0,0,3,2.31740230000014,1.6040710999996,90,0
1,memory,186,1,1,1,2,6.26503784668967,1.33705970000028,90,0
1,memory,187,0,0,1,4,1.24953619999997,1.03667219999988,90,0
1,memory,188,1,1,1,2,2.61446109999997,1.32049270000016,90,0
1,memory,189,0,0,1,7,1.152922593722,0.820603900000151,90,0
1,memory,190,1,1,1,6,2.14556601392769,0.889528100000007,90,0
1,memory,191,1,0,0,1,2.80809910000016,1.60402629999999,90,0
1,memory,192,1,1,1,7,1.26544171392788,1.45579769999995,90,0
1,memory,193,1,1,1,2,1.96260170000005,1.15445760000011,90,0
1,memory,194,1,1,1,1,2.6783436672381,0.872785799999747,90,0
1,memory,195,0,0,1,6,1.03229009999995,2.1555085,90,0
1,memory,196,1,0,0,2,1.79204260000006,1.23916280000003,90,0
1,memory,197,1,0,0,1,4.7111789999999,1.10459310000033,90,0
1,memory,198,1,1,1,1,2.6547873999998,1.63973209999995,90,0
1,memory,199,0,0,1,2,1.97848633344756,1.98670320000019,90,0
1,memory,200,1,0,0,2,2.22004434737528,1.47082090000004,90,0
2,memory,1,0,0,1,5,1.41469609999967,1.25361839999914,30,0
2,memory,2,0,0,1,7,1.05937520000043,0.670698900000389,30,0
2,memory,3,1,1,1,5,1.43817969999964,1.13589390000016,30,0
2,memory,4,1,1,1,1,2.01527530000021,2.58740119999948,30,0
2,memory,5,1,1,1,7,1.07141599999977,1.40271120000034,30,0
2,memory,6,1,1,1,4,1.73306070000035,2.15327270000034,30,0
2,memory,7,0,0,1,6,1.29770310000004,0.721568099999786,30,0
2,memory,8,1,1,1,1,2.94401489999927,1.0725910000001,30,0
2,memory,9,0,0,1,7,0.999952300000587,2.0221233000002,30,0
2,memory,10,1,1,1,4,1.04656160000013,1.15520930000002,30,0
2,memory,11,0,0,1,4,1.21411700000044,0.53822350000064,30,0
2,memory,12,0,1,0,1,1.38371319999987,0.624365199999374,30,0
2,memory,13,0,0,1,6,1.4321031999998,1.32290829999965,30,0
2,memory,14,0,0,1,6,1.24059859999943,0.989177100000234,30,0
2,memory,15,1,1,1,7,1.03911960000005,1.23798780000016,30,0
2,memory,16,1,1,1,4,1.57271130000026,2.30435979999947,30,0
2,memory,17,0,1,0,1,1.86696349999966,1.05538090000027,30,0
2,memory,18,0,0,1,5,1.06216219999988,0.820497100000466,30,0
2,memory,19,1,1,1,6,1.31474870000056,0.721289400000387,30,0
2,memory,20,0,1,0,1,1.38547999999992,0.820250700000543,30,0
2,memory,21,1,1,1,3,2.59428359999947,2.62206880000031,30,0
2,memory,22,1,1,1,4,2.05729939999947,0.638058000000456,30,0
2,memory,23,1,1,1,5,1.42836850000003,1.55366940000022,30,0
2,memory,24,0,1,0,5,1.10975639999924,1.73840870000004,30,0
2,memory,25,1,0,0,5,1.70764020000024,0.889114300000074,30,0
2,memory,26,0,0,1,6,1.55630209999981,1.27317570000014,30,0
2,memory,27,1,1,1,4,1.12413229999947,1.38927299999978,30,0
2,memory,28,0,0,1,4,1.96679190000032,1.27106370000001,30,0
2,memory,29,0,0,1,1,1.49394639999991,2.03913379999995,30,0
2,memory,30,0,0,1,3,2.45716919999995,0.955834200000027,30,0
2,memory,31,1,1,1,1,3.03975510000055,0.905074299999796,30,0
2,memory,32,1,1,1,1,2.12274460000026,1.82007210000029,30,0
2,memory,33,0,0,1,5,2.60574380000071,0.871676900000239,30,0
2,memory,34,1,1,1,6,1.14558539999962,0.804662699999426,30,0
2,memory,35,0,0,1,4,2.23594709999998,1.3879538000001,30,0
2,memory,36,0,0,1,1,1.53269879999971,0.803600000000188,30,0
2,memory,37,1,0,0,3,1.57405459999973,1.08713199999966,30,0
2,memory,38,0,0,1,1,1.73233750000054,1.63756809999995,30,0
2,memory,39,0,0,1,1,2.33377719999953,2.1882628000003,30,0
2,memory,40,0,0,1,1,1.64939400000003,1.62063109999963,30,0
2,memory,41,0,0,1,5,1.62433679999958,1.15578480000022,30,0
2,memory,42,1,1,1,1,4.1355635000009,0.886621500000729,30,0
2,memory,43,1,0,0,1,1.3675788999999,1.10441750000064,30,0
2,memory,44,0,1,0,6,1.52501900000061,1.35524840000016,30,0
2,memory,45,1,1,1,6,1.26662250000027,1.20524919999934,30,0
2,memory,46,0,0,1,5,1.49513149999984,1.1718794999997,30,0
2,memory,47,0,0,1,4,1.29180830000041,0.921906700000363,30,0
2,memory,48,1,1,1,3,3.58744560000014,2.33754799999952,30,0
2,memory,49,1,0,0,4,1.22987900000044,1.27099630000066,30,0
2,memory,50,0,0,1,1,2.41863420000027,0.887709900000118,30,0
2,memory,51,0,0,1,6,2.56653480000023,1.47071370000049,60,0
2,memory,52,0,0,1,1,2.12636360000033,2.09815059999983,60,0
2,memory,53,0,0,1,7,1.90048149999984,0.937549400000535,60,0
2,memory,54,0,0,1,4,2.59580670000014,1.25584529999924,60,0
2,memory,55,0,0,1,7,0.809586800000034,0.706058799999482,60,0
2,memory,56,1,1,1,6,1.21321269999953,1.20409220000056,60,0
2,memory,57,1,1,1,3,2.1321883999999,0.90645669999958,60,0
2,memory,58,0,1,0,1,1.93886850000035,0.903613599999517,60,0
2,memory,59,0,0,1,5,1.32923120000032,0.987544400000843,60,0
2,memory,60,0,1,0,3,2.16493889999947,1.15416969999933,60,0
2,memory,61,0,0,1,7,0.688293000000158,0.888178700000026,60,0
2,memory,62,1,1,1,5,2.07377710000037,1.27145660000042,60,0
2,memory,63,0,0,1,1,2.69989059999989,1.09004550000009,60,0
2,memory,64,0,0,1,5,1.14878070000032,1.07340990000012,60,0
2,memory,65,1,0,0,1,1.66744010000002,1.25437299999976,60,0
2,memory,66,0,0,1,7,1.26301320000039,0.819559600000503,60,0
2,memory,67,1,1,1,7,1.31545329999972,1.28787519999969,60,0
2,memory,68,0,0,1,4,1.77943349999987,1.45582850000028,60,0
2,memory,69,1,1,1,3,1.85018700000001,2.05390139999963,60,0
2,memory,70,1,1,1,1,2.79046639999979,0.770306600000367,60,0
2,memory,71,1,0,0,3,2.44798850000006,1.18926079999983,60,0
2,memory,72,1,1,1,7,1.54299199999969,0.620983400000114,60,0
2,memory,73,0,1,0,6,1.55309110000053,1.3374103999995,60,0
2,memory,74,1,1,1,6,2.81353080000008,1.17086800000016,60,0
2,memory,75,1,1,1,1,1.67819579999923,1.13687120000031,60,0
2,memory,76,1,0,0,1,1.36528960000032,1.10362780000014,60,0
2,memory,77,1,1,1,7,3.01866919999975,1.08738670000002,60,0
2,memory,78,0,0,1,1,2.51119949999975,1.37175750000006,60,0
2,memory,79,0,0,1,5,1.55643229999987,0.987953599999855,60,0
2,memory,80,0,0,1,6,1.67934439999954,0.67186859999947,60,0
2,memory,81,1,0,0,1,2.77621120000003,0.687659500000336,60,0
2,memory,82,0,0,1,1,3.24644919999992,1.07150060000004,60,0
2,memory,83,0,0,1,7,1.34538510000039,0.870835399999123,60,0
2,memory,84,1,1,1,3,2.16886470000009,1.27017969999997,60,0
2,memory,85,1,1,1,7,1.28799479999998,0.62005500000032,60,0
2,memory,86,0,1,0,4,1.8282349000001,1.00588500000049,60,0
2,memory,87,1,0,0,6,1.68273700000009,0.887374699999782,60,0
2,memory,88,0,0,1,6,1.45217730000059,1.65579380000054,60,0
2,memory,89,0,0,1,1,1.79181199999948,0.621979600000486,60,0
2,memory,90,0,0,1,2,1.43113380000068,1.8879106000004,60,0
2,memory,91,1,1,1,7,2.15464059999977,1.00497630000064,60,0
2,memory,92,0,0,1,1,3.83638970000084,0.772550300000148,60,0
2,memory,93,0,0,1,4,1.02819639999962,0.986633900000015,60,0
2,memory,94,0,0,1,1,1.53192179999951,1.25490760000048,60,0
2,memory,95,1,1,1,7,1.18107510000027,0.704514500000187,60,0
2,memory,96,0,0,1,1,1.88278549999995,1.18963030000032,60,0
2,memory,97,1,1,1,6,1.78996339999958,0.737504599999738,60,0
2,memory,98,0,0,1,1,3.12216529999932,0.721588299999894,60,0
2,memory,99,1,1,1,7,1.77642560000004,1.13735760000054,60,0
2,memory,100,0,1,0,5,2.23628110000027,1.37095549999958,60,0
2,memory,101,1,1,1,7,1.30302959999972,0.805568499999936,60,0
2,memory,102,0,0,1,7,0.746312500000386,0.88768009999967,60,0
2,memory,103,0,0,1,2,2.04202239999995,1.45445939999991,60,0
2,memory,104,0,0,1,7,0.765448000000106,0.639207900000656,60,0
2,memory,105,1,1,1,7,1.16552520000005,0.88727579999977,60,0
2,memory,106,1,1,1,6,2.98701150000034,0.688832400000138,60,0
2,memory,107,0,0,1,7,1.29666129999987,0.689107400000466,60,0
2,memory,108,0,0,1,7,0.744670300000507,0.672704099999464,60,0
2,memory,109,0,0,1,7,0.679575600000135,1.0544402000005,60,0
2,memory,110,0,0,1,2,1.57051729999966,1.28741569999966,60,0
2,memory,111,1,0,0,6,1.32059019999997,0.905119500000183,60,0
2,memory,112,1,1,1,7,0.997866800000338,0.872076399999969,60,0
2,memory,113,0,1,0,2,1.5329610000008,1.00539200000003,60,0
2,memory,114,1,1,1,7,1.13490279999951,0.988575700000183,60,0
2,memory,115,0,0,1,5,1.1778706999994,2.02030879999984,60,0
2,memory,116,1,1,1,1,3.97698359999958,0.705455500000426,60,0
2,memory,117,1,0,0,5,1.08642899999995,1.35460749999947,60,0
2,memory,118,1,1,1,7,1.53251170000021,0.906315600000198,60,0
2,memory,119,1,1,1,7,1.43565659999967,0.803514600000199,60,0
2,memory,120,1,1,1,7,1.09798460000002,0.990527800000564,60,0
2,memory,121,1,1,1,7,1.08613280000009,0.705044100000123,60,0
2,memory,122,1,1,1,7,1.52706829999988,1.38936379999996,60,0
2,memory,123,1,0,0,2,2.80139429999963,1.08705660000032,60,0
2,memory,124,1,0,0,5,1.64656579999973,0.871196099999906,60,0
2,memory,125,1,1,1,5,2.26656619999994,0.987506200000098,60,0
2,memory,126,1,1,1,5,2.34400419999929,0.887920400000439,60,0
2,memory,127,0,0,1,6,3.07126020000032,0.971225100000083,60,0
2,memory,128,0,0,1,1,4.85491430000002,1.0384896000005,60,0
2,memory,129,1,1,1,7,1.29819839999982,0.704677200000333,60,0
2,memory,130,0,1,0,6,2.20176129999982,0.688677199999802,60,0
2,memory,131,1,1,1,3,3.22985569999946,1.25397380000049,60,0
2,memory,132,0,1,0,2,1.85051459999977,0.539493199999924,60,0
2,memory,133,1,0,0,1,2.53095209999992,0.889234100000067,60,0
2,memory,134,1,0,0,1,3.11367320000045,1.30440379999982,60,0
2,memory,135,1,1,1,7,1.26558440000008,0.786768599999959,60,0
2,memory,136,1,1,1,7,2.86370970000007,1.37186669999937,60,0
2,memory,137,1,0,0,5,2.78994499999953,1.18976739999925,60,0
2,memory,138,1,1,1,1,3.12687520000054,1.09163410000019,60,0
2,memory,139,1,0,0,1,3.07084540000051,0.905226099999709,60,0
2,memory,140,0,0,1,5,1.4082698000002,1.4719225000008,60,0
2,memory,141,0,0,1,7,0.932988300000034,0.604807800000344,60,0
2,memory,142,1,0,0,6,2.23115839999991,1.22137470000052,60,0
2,memory,143,1,1,1,5,3.66847160000088,0.737001400000736,60,0
2,memory,144,0,0,1,7,1.16611089999969,0.889069500000005,60,0
2,memory,145,0,1,0,6,2.30759200000011,1.02290670000002,60,0
2,memory,146,1,0,0,7,0.791609800000515,0.621522000000368,60,0
2,memory,147,1,1,1,7,1.43042370000057,0.687157800000023,60,0
2,memory,148,0,0,1,3,2.82689879999998,2.35568690000036,60,0
2,memory,149,1,1,1,7,1.20402519999971,0.752834299999449,60,0
2,memory,150,0,0,1,7,1.55772090000028,0.903472400000283,60,0
2,memory,151,0,0,1,7,1.37671800000044,0.92010399999981,90,0
2,memory,152,0,0,1,3,2.65277659999992,1.08740380000017,90,0
2,memory,153,1,1,1,7,1.55116309999994,0.620257200000196,90,0
2,memory,154,1,0,0,3,3.36101539999981,1.43899909999982,90,0
2,memory,155,0,0,1,4,1.12010430000009,0.55420949999916,90,0
2,memory,156,0,0,1,7,2.29430319999938,0.653003700000227,90,0
2,memory,157,0,0,1,7,0.919683000000077,0.588101999999708,90,0
2,memory,158,1,1,1,7,2.21139179999955,0.986859899999217,90,0
2,memory,159,1,0,0,7,1.45984320000025,1.28883549999955,90,0
2,memory,160,0,1,0,3,2.72627069999999,0.704255700000431,90,0
2,memory,161,0,0,1,7,0.941746899999998,0.821221100000002,90,0
2,memory,162,1,1,1,3,2.2479487999999,1.43925659999968,90,0
2,memory,163,0,0,1,7,1.23612140000023,0.605949200000396,90,0
2,memory,164,1,1,1,2,3.05021490000036,1.30392610000035,90,0
2,memory,165,0,0,1,4,1.16379990000041,0.906606000000465,90,0
2,memory,166,0,0,1,7,0.921336599999449,0.804581999999755,90,0
2,memory,167,1,1,1,7,1.81174809999993,0.706109300000207,90,0
2,memory,168,1,1,1,4,1.87934659999974,1.66951289999997,90,0
2,memory,169,0,0,1,7,1.28141179999966,1.10572780000075,90,0
2,memory,170,1,1,1,7,1.3858725,0.987384300000485,90,0
2,memory,171,1,1,1,5,1.8036804000003,3.43708249999963,90,0
2,memory,172,0,0,1,7,0.994717200000196,1.03970420000041,90,0
2,memory,173,0,0,1,1,2.63994360000015,0.704913700000361,90,0
2,memory,174,1,0,0,4,1.33876930000042,1.08915009999964,90,0
2,memory,175,1,0,0,5,1.44263769999998,1.25587170000017,90,0
2,memory,176,1,0,0,1,1.86370480000005,1.18936080000003,90,0
2,memory,177,1,1,1,1,3.9076213999997,0.705264299999726,90,0
2,memory,178,0,0,1,6,1.51577649999945,1.85517330000039,90,0
2,memory,179,1,1,1,7,1.12485199999992,1.03957790000004,90,0
2,memory,180,1,1,1,7,0.942148400000406,1.18950930000028,90,0
2,memory,181,1,1,1,3,2.40879200000018,1.17024930000025,90,0
2,memory,182,1,1,1,7,1.81856560000051,1.63659579999967,90,0
2,memory,183,1,1,1,4,2.74427249999917,1.08825489999981,90,0
2,memory,184,1,0,0,3,1.39927410000018,1.33679680000023,90,0
2,memory,185,0,0,1,4,1.52195260000008,1.7888679000007,90,0
2,memory,186,1,1,1,7,1.16645139999946,1.10607509999954,90,0
2,memory,187,0,0,1,6,2.67497220000041,1.05489140000009,90,0
2,memory,188,0,1,0,4,1.92658419999952,0.98673300000064,90,0
2,memory,189,1,1,1,3,1.65886259999934,0.721207499999764,90,0
2,memory,190,0,0,1,1,2.82030899999972,0.904003799999373,90,0
2,memory,191,1,0,0,2,2.49566759999925,1.62243429999944,90,0
2,memory,192,0,0,1,1,1.78626939999958,0.504291999999623,90,0
2,memory,193,1,0,0,5,1.61573649999991,0.805244500000299,90,0
2,memory,194,1,0,0,2,1.33381150000059,3.50487169999997,90,0
2,memory,195,1,1,1,4,2.62148830000024,1.35571199999958,90,0
2,memory,196,1,1,1,7,1.27023230000032,0.970691999999872,90,0
2,memory,197,1,0,0,3,2.42924430000039,0.72148499999912,90,0
2,memory,198,0,0,1,3,2.79046189999917,1.28920709999966,90,0
2,memory,199,1,0,0,3,1.95584230000077,0.721044700000675,90,0
